comment_id,note_id,user_id,user_name,user_url,comment_content,comment_date,comment_likes,comment_replies,crawl_time
comment-675adaf300000000110028f7,66cc27a2000000001d017568,668a956b000000000f037e78,妙妙在印尼🐱,https://www.xiaohongshu.com/user/profile/668a956b000000000f037e78?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABVowAyrDiALFiXKjFGg8CsPo0AA0VxuuemefA157R_M0=&xsec_source=pc_comment,"5【长按复制这条邀请码消息，打开小红书即可加入该群】 1月9日前可加入群聊""印尼旅行咨询群"" CZ1510:/#l 🥥😍🐂🍈🍐🥖 🐤🦁🤗🥩😊🥐",2024-12-12,1,0,2025-04-24 14:31:07
comment-67ed531c000000001e00ed14,66cc27a2000000001d017568,6065bd0c0000000001002bb6,云深忘了梦羲,https://www.xiaohongshu.com/user/profile/6065bd0c0000000001002bb6?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB_0TQINZiCk1oKxd1yGvH_Lsb7rDmRoC-pwVsr1QTdK0=&xsec_source=pc_comment,寻找去印尼的旅游搭子 5月中旬后去 我男 搭子男女都行 我广州可以在这边集合，也可以在印尼落地集合 旅游时长一周左右 可自由行也可抱团(最好自由行),2025-04-02,0,11,2025-04-24 14:31:07
comment-6772693e0000000011002902,66cc27a2000000001d017568,5e3855050000000001003beb,黑眼圈,https://www.xiaohongshu.com/user/profile/5e3855050000000001003beb?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB_EeV8E7TuYQxabPeb_3g0j7o0UpRy0DPXL6cDTJmmwg=&xsec_source=pc_comment,最近有一人的团吗,2024-12-30,4,1,2025-04-24 14:31:07
comment-67f7334b000000001f005202,66cc27a2000000001d017568,5b117cd34eacab459aac6231,Watermelon,https://www.xiaohongshu.com/user/profile/5b117cd34eacab459aac6231?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABooySzYtuC-6XzXrBJbizDpAZtGCknQeMIj9QypCmf8A=&xsec_source=pc_comment,什么时候去最好啊,2025-04-10,1,4,2025-04-24 14:31:07
comment-67e5339f0000000012031a66,66cc27a2000000001d017568,5ccf9b5a00000000100038bf,🍥,https://www.xiaohongshu.com/user/profile/5ccf9b5a00000000100038bf?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABMEuWx53BzezWXvO9wI7pVwuMzLZvw2p-gBgqOtrk490=&xsec_source=pc_comment,怎么跟团？,2025-03-27,1,1,2025-04-24 14:31:07
comment-67e24fba000000001e03fab9,66cc27a2000000001d017568,5c419e6c0000000006022962,单艺纯_,https://www.xiaohongshu.com/user/profile/5c419e6c0000000006022962?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABYnoT1uxvqYi518x5oqXd_YeU6hPcjFrPOM5vcxdWZrY=&xsec_source=pc_comment,4月中怎么联系,2025-03-25,1,1,2025-04-24 14:31:07
comment-6772514a0000000010019242,66cc27a2000000001d017568,5b0110c74eacab3229e569e0,我想出去玩,https://www.xiaohongshu.com/user/profile/5b0110c74eacab3229e569e0?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABV2HD4wIJXqurQD_zDu4g4PKcpXiayoid_mtAvHqwGc8=&xsec_source=pc_comment,一直想去,2024-12-30,1,1,2025-04-24 14:31:07
comment-67e787730000000020014998,66cc27a2000000001d017568,61195f4c000000000101e980,莫离,https://www.xiaohongshu.com/user/profile/61195f4c000000000101e980?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB3GrgSkzDA1-RW2Qr9FrPP-Tgl-dSF5UyykpGQS_LyOE=&xsec_source=pc_comment,一个人多少钱？,2025-03-29,0,1,2025-04-24 14:31:07
comment-67e38c63000000001e03c57a,66cc27a2000000001d017568,5ac5dd4811be107f9492e4c4,Nicole,https://www.xiaohongshu.com/user/profile/5ac5dd4811be107f9492e4c4?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABsEUQODEl_AWfPYrLPRnyi-2noZdORGFW4tdtPIRGvqQ=&xsec_source=pc_comment,6月那边是不是雨季？适合去吗？,2025-03-26,0,1,2025-04-24 14:31:07
comment-67f54868000000001e01043e,66cc27a2000000001d017568,623a9889000000001000e421,sleep,https://www.xiaohongshu.com/user/profile/623a9889000000001000e421?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABNDvzDxBrhufZ1pHybatz2xjKi1ZW7wwxBp7V0L6Ka-A=&xsec_source=pc_comment,蹲蹲搭子 5.6出发,2025-04-09,0,3,2025-04-24 14:31:07
comment-6754fb070000000007020ffd,66e0224a000000000c0193c1,5eedece9000000000101dc06,Jennie _ 妮,https://www.xiaohongshu.com/user/profile/5eedece9000000000101dc06?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABosWPrAJ0mR7JgBornwGOIFV_EBJUxUiPWcY1xc9V4nc=&xsec_source=pc_comment,礼貌询价春节档,2024-12-08,7,6,2025-04-24 14:31:07
comment-6717a27600000000170249ef,66e0224a000000000c0193c1,5f0dcec40000000001004319,胖小轩,https://www.xiaohongshu.com/user/profile/5f0dcec40000000001004319?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABIHXz8chmrtgIZhwQO7yxmfqHCE0TDUvbRHWG1gB_uh0=&xsec_source=pc_comment,11月中旬，2个人,2024-10-22,6,3,2025-04-24 14:31:07
comment-679d90a1000000000a02cf44,66e0224a000000000c0193c1,62886c52000000002102268c,👽,https://www.xiaohongshu.com/user/profile/62886c52000000002102268c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABkHVGc2lE9mftwCLlqOQth18kfIVju6JDFRTqbLME77U=&xsec_source=pc_comment,今年6月2人价格,2025-02-01,4,3,2025-04-24 14:31:07
comment-67177f92000000001b02578f,66e0224a000000000c0193c1,650473a2000000000200db04,朵拉,https://www.xiaohongshu.com/user/profile/650473a2000000000200db04?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABuMNMIgTlmIPM9-SBsP0284RgtLCkyS6n8O2K_ajSe3A=&xsec_source=pc_comment,11.5-11.9，一个人,2024-10-22,7,1,2025-04-24 14:31:07
comment-6717a289000000001a027afd,66e0224a000000000c0193c1,62319563000000002102a729,青提子,https://www.xiaohongshu.com/user/profile/62319563000000002102a729?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABNTZ3pbstlfSWY0w6Bic0Z3QiAmJJGLc7E9QjFA6HUUQ=&xsec_source=pc_comment,11月底4人问价,2024-10-22,6,1,2025-04-24 14:31:07
comment-6717a259000000001a01e190,66e0224a000000000c0193c1,60478df0000000000101d267,噔噔,https://www.xiaohongshu.com/user/profile/60478df0000000000101d267?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB1DQMA-7rOtM2Z6Z7TYPY4dIrSXKUMF3G3AlaCB7m29Q=&xsec_source=pc_comment,4个人，去五天,2024-10-22,5,1,2025-04-24 14:31:07
comment-67624e130000000011032e74,66e0224a000000000c0193c1,5b6148cff7e8b9129e1178c1,小飞说,https://www.xiaohongshu.com/user/profile/5b6148cff7e8b9129e1178c1?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPpywLBF5j7e1YK2DaVJty7l8mRRXkFEk5CLTYH7m41k=&xsec_source=pc_comment,一人价格,2024-12-18,3,1,2025-04-24 14:31:07
comment-67624a810000000011033570,66e0224a000000000c0193c1,5d2ec3df0000000010009c0c,橘子🍊,https://www.xiaohongshu.com/user/profile/5d2ec3df0000000010009c0c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB_3BqbCZHIR7pO2Z0hVSfXNSQ92mDle2R2xlteOeWrJg=&xsec_source=pc_comment,两人价格,2024-12-18,3,1,2025-04-24 14:31:07
comment-67624309000000000e010bbc,66e0224a000000000c0193c1,5d280ea6000000001200cd6f,张张小雨,https://www.xiaohongshu.com/user/profile/5d280ea6000000001200cd6f?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB4zfCTJAjrtU19N4k37n1fVek-mN7CY_KPxc4sz6Nhi4=&xsec_source=pc_comment,多少钱,2024-12-18,3,1,2025-04-24 14:31:07
comment-67623c6b0000000011031c19,66e0224a000000000c0193c1,5f0c19560000000001003ef8,温蒂别吃了,https://www.xiaohongshu.com/user/profile/5f0c19560000000001003ef8?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABCdGshntRKDMAOy23jCMT-GvmVvHVrRFxsLfrqWyQmXM=&xsec_source=pc_comment,两个人问价,2024-12-18,2,1,2025-04-24 14:31:07
comment-67e253c0000000001e010b0b,67de718e000000000b01620f,67dd2d9d000000000d00994f,煎bingo子🍳,https://www.xiaohongshu.com/user/profile/67dd2d9d000000000d00994f?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABOwTnXI8xtRvF_9B0UAqm5paRSX9Z0lG3JaYLGIGaL4Y=&xsec_source=pc_comment,谢谢大家的建议 看来对于我们这些不擅长做攻略的人来说 还是报团省心省事 不用操心酒店车等等 就决定报团啦 已经找到一个各方面都不错的小团 可以蹲蹲体验感,2025-03-25,4,46,2025-04-24 14:31:07
comment-67dfd974000000001e0239ee,67de718e000000000b01620f,5d2d38270000000016022cb2,西米,https://www.xiaohongshu.com/user/profile/5d2d38270000000016022cb2?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABmAp8QatlgwpAljms8Awqkktvphn-u0ZvmBVs7dQJaWw=&xsec_source=pc_comment,巴厘岛陆续玩了5次了，总结经验就是。1.找当地正规旅行公司，他们会给你买保险，安排车和导游，这样是最有安全保障的，帮你解决很多问题，然后一天就去一去区域玩，轻松休闲，一天乌布，一天罗威纳，一天佩妮达岛，然后挑一个星期日去水明漾逛街一天，晚上感受海滩俱乐部，然后一天可以去火山或者情人崖那边就行了，住的话3-500就住性价比高的酒店就行，1000-2000就住名宿，别墅体验感超好，拍照又出片，乌布和水明漾，海宾这几个地方品质最好！最后就是去巴厘岛别想着穷游，除开机票人均4K-6K是最正常的阶段，别听那些说2-3K玩转巴厘岛的，纯扯，我们是去旅游度假的，又不是去渡劫的！,2025-03-23,84,31,2025-04-24 14:31:07
comment-67dedd1e000000001e03a448,67de718e000000000b01620f,557272bfc2bdeb7511e550d9,梅古龙舌兰,https://www.xiaohongshu.com/user/profile/557272bfc2bdeb7511e550d9?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABeOuDBf2LuRYtK-6rVnRTuttHA4H1kTSxB4TuWwWJQdM=&xsec_source=pc_comment,我们来了四天 没做啥攻略好多景点都没去 乌布佩尼达 水明漾 这样 全程打车 几乎我的钱全花打车上了 一两千都打车了,2025-03-22,3,16,2025-04-24 14:31:07
comment-67e103dd0000000012008707,67de718e000000000b01620f,5c1603e60000000005015b71,小红薯2E1081D4,https://www.xiaohongshu.com/user/profile/5c1603e60000000005015b71?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB9-WJbo7KgKy1vOkrEMGVsRGtjJ6D6flGUuueqzEm_uw=&xsec_source=pc_comment,一个人玩了一个月玩得好累，印尼大多数地方还没完全准备好迎接外国游客，标识少、语言饮食、公共交通、电子支付都是大问题。印尼自由行难度比老挝都难。,2025-03-24,5,6,2025-04-24 14:31:07
comment-67e06303000000001f00b600,67de718e000000000b01620f,60aa7c1c000000000100acc8,Janus,https://www.xiaohongshu.com/user/profile/60aa7c1c000000000100acc8?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABCJTrRveZfoF76TCmC7NRfDq4vO6EEIy35mk7x43Fm-g=&xsec_source=pc_comment,我的建议是巴厘岛是次选到泗水就不错,2025-03-24,0,6,2025-04-24 14:31:07
comment-67dee689000000001e013ed5,67de718e000000000b01620f,5ca429840000000012000d92,福至,https://www.xiaohongshu.com/user/profile/5ca429840000000012000d92?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABRjopH0ZznQD6v7SGBNuRoDPTBXopMv-rN6WnzS9TJi4=&xsec_source=pc_comment,报团的好处就是吃住行不用操心 坏处就是游玩时间有限 不过真的好好玩,2025-03-23,3,10,2025-04-24 14:31:07
comment-67f70e8d000000001e0213fb,67de718e000000000b01620f,5a9dfc3fdb2e607c089345a6,然卡卡,https://www.xiaohongshu.com/user/profile/5a9dfc3fdb2e607c089345a6?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABVHiqHKyJ5gRlrnj0ZkE_Pv7ek7xGKvjtnvsrYPyEbr8=&xsec_source=pc_comment,宝子出发了吗 跟团来找的哪里的 求指路,2025-04-10,0,4,2025-04-24 14:31:07
comment-67e15cb7000000001e03a8e9,67de718e000000000b01620f,56469757e4b1cf1e36b091a2,EvaaaaaaZZ,https://www.xiaohongshu.com/user/profile/56469757e4b1cf1e36b091a2?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABfgAJDAHHLiqZFeRnR4XBYDG8aav_pSeoKa3ZHxYYk8w=&xsec_source=pc_comment,印尼不去景点开心很多 我们玩的蛮好的 乌布定了象窟那边的酒店 看看当地人信仰 坐了热气球 在酒店天天被投喂下午茶 然后第二天去atv了 然后逛了市区 第三天去mini hidden zoo 然后换酒店到乌鲁瓦图 在乌鲁瓦图酒店里泡了三天 中间有出去逛街吃饭 但多数还是去看海 然后游泳 真的蛮开心的 没有啥赶景点 也很美很美,2025-03-24,3,8,2025-04-24 14:31:07
comment-67de8133000000001e010646,67de718e000000000b01620f,5b862254d5216c00013cb026,Fiona L,https://www.xiaohongshu.com/user/profile/5b862254d5216c00013cb026?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABt5SdMCBCGXOWdYKpMn56Xpod4YqKz6nvr9Y3_f2vaSg=&xsec_source=pc_comment,我機票退了兩人團也退了，看著旅行像受罪一樣越來越不想去，轉了去芭堤雅放鬆,2025-03-22,5,6,2025-04-24 14:31:07
comment-67e6a023000000001f01bd94,67de718e000000000b01620f,61224ed00000000001008bcb,X,https://www.xiaohongshu.com/user/profile/61224ed00000000001008bcb?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABB5ohoxv50EKrxyn7Ths78UPCX4WGpe7CDVm1ZcDVKbE=&xsec_source=pc_comment,有搭子吗姐妹,2025-03-28,2,7,2025-04-24 14:31:07
comment-6808a2450000000012020ff8,68088f60000000001b0266e2,602cfad50000000001003f1d,杏子干^,https://www.xiaohongshu.com/user/profile/602cfad50000000001003f1d?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABlfulWEfO8e5i-fLNeo2bAF1nPeNETsaZcW5G9A3uYJE=&xsec_source=pc_comment,啊啊啊正好需要,2025-04-23,0,0,2025-04-24 14:31:07
comment-6808a27200000000200110f3,68088f60000000001b0266e2,55890967538c252ffaf3cab7,睡觉呼噜噜💤,https://www.xiaohongshu.com/user/profile/55890967538c252ffaf3cab7?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABLZkCsMzPgp1B4KGTwmys7tgWcgTTu9ZCGUmNwcLcX8U=&xsec_source=pc_comment,好美 求分享,2025-04-23,0,0,2025-04-24 14:31:07
comment-6808b575000000001f00d7bb,68088f60000000001b0266e2,590961bb82ec3957d961115b,等你回来,https://www.xiaohongshu.com/user/profile/590961bb82ec3957d961115b?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB9JqpJzo4vL27VbDS3iv5UN8tgNeIRkUyWwGsWBzZ8ts=&xsec_source=pc_comment,好美 求分享,2025-04-23,1,0,2025-04-24 14:31:07
comment-6808a24b000000001f0075e5,68088f60000000001b0266e2,67b48168000000000a03d4d9,唯一,https://www.xiaohongshu.com/user/profile/67b48168000000000a03d4d9?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABpn-Ua_rPTo5KZ6pLLh5ZvmfOi59fbvPIOKzC8bP5GpE=&xsec_source=pc_comment,是最近去的吗，分享一下队长呗,2025-04-23,0,1,2025-04-24 14:31:07
comment-67f6625f000000001f005537,678f5620000000002a00fbfd,642571c1000000001a021e93,Lisa路探日记,https://www.xiaohongshu.com/user/profile/642571c1000000001a021e93?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPo88r9RXW7K9ypmuk4W5OnWGM9daakoAQUc___3QctY=&xsec_source=pc_comment,出行的宝子 【日期📅➕人数🙋‍♀️】戳👇我,2025-04-09,0,0,2025-04-24 14:31:07
comment-67b56e360000000016018793,678f5620000000002a00fbfd,5b737c2549f2170001713797,松月,https://www.xiaohongshu.com/user/profile/5b737c2549f2170001713797?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB6gB0skxI3O4cIUKmD-rPGoO4uuG4RxqTRLTtE4wKwA4=&xsec_source=pc_comment,dd,2025-02-19,2,3,2025-04-24 14:31:07
comment-67abf5750000000016015d53,678f5620000000002a00fbfd,5f2157bc000000000101f2bb,好小一盘醋溜鱼,https://www.xiaohongshu.com/user/profile/5f2157bc000000000101f2bb?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABZbXojGDuN7XPAXLrnemi5ZY5DY6GHB5jYQdzRLx8Dy4=&xsec_source=pc_comment,抱团滴滴,2025-02-12,7,1,2025-04-24 14:31:07
comment-67b2b70b000000001c00722d,678f5620000000002a00fbfd,5af84587e8ac2b3489e99da4,meme,https://www.xiaohongshu.com/user/profile/5af84587e8ac2b3489e99da4?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABNQW_XFwmnfxa-CEFUnstGhwlohWHTMxXH9cbSIwuBoo=&xsec_source=pc_comment,一个女生适合去吗？,2025-02-17,2,6,2025-04-24 14:31:07
comment-67a45f1a0000000009020bf5,678f5620000000002a00fbfd,642571c1000000001a021e93,Lisa路探日记,https://www.xiaohongshu.com/user/profile/642571c1000000001a021e93?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPo88r9RXW7K9ypmuk4W5OnWGM9daakoAQUc___3QctY=&xsec_source=pc_comment,宝子们 不要相信主动肖息你们的人 尤其是出国旅游 温馨提示大家提高安全意识～认准正规社 需要了解我,2025-02-06,1,1,2025-04-24 14:31:07
comment-67b2d765000000001b03a1f4,678f5620000000002a00fbfd,631068ac000000000f006882,沃柑,https://www.xiaohongshu.com/user/profile/631068ac000000000f006882?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABYI-CotmZuoND_Go7AWmekSrDNHqimVBMsboScZp2_fo=&xsec_source=pc_comment,2个人最近的有吗,2025-02-17,1,1,2025-04-24 14:31:07
comment-67aadb730000000019010db0,678f5620000000002a00fbfd,5b20ef0ce8ac2b601f1c2044,减减得正,https://www.xiaohongshu.com/user/profile/5b20ef0ce8ac2b601f1c2044?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABz9Mm2zBFKDvuYIInT1w1KL1LUdkWNM1JkvfKTvy-Gk0=&xsec_source=pc_comment,3月中旬建议去嘛,2025-02-11,1,1,2025-04-24 14:31:07
comment-67d3f97100000000150176ed,678f5620000000002a00fbfd,6649b7de000000000d026354,Eiei,https://www.xiaohongshu.com/user/profile/6649b7de000000000d026354?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABkOW1Gsvg7D9-8vMkxd0Z0Ebc-S3POvlP7ZVKVpEDo5Q=&xsec_source=pc_comment,打算五月,2025-03-14,0,1,2025-04-24 14:31:07
comment-67cf8b6100000000180187c4,678f5620000000002a00fbfd,58de270a50c4b4180131914a,来根薯条,https://www.xiaohongshu.com/user/profile/58de270a50c4b4180131914a?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABwIpxiR9YDsDKfGWZINAp0l_VIttE-cUPKKyYtHNs8t8=&xsec_source=pc_comment,dd 2人,2025-03-11,0,1,2025-04-24 14:31:07
comment-67c7be220000000015003e3d,678f5620000000002a00fbfd,5cc842fa0000000016033421,啵啵.,https://www.xiaohongshu.com/user/profile/5cc842fa0000000016033421?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABlCqUP1iybsv6d-w5sgIqApztSFERIIW8J3aBT13wIfA=&xsec_source=pc_comment,求推荐,2025-03-05,0,1,2025-04-24 14:31:07
comment-67dac4590000000018011a91,67bee420000000002903a614,62dd371f000000001e01daec,潔,https://www.xiaohongshu.com/user/profile/62dd371f000000001e01daec?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABDpOOzHsUApomPPjFMyVDZpdpugZe0QYLSFX_t3DnVVg=&xsec_source=pc_comment,微信可以用吗？,2025-03-19,0,1,2025-04-24 14:31:07
comment-67bf2ef40000000016033635,67bee420000000002903a614,54e5ab0eb4c4d621ca94185b,小红薯67493644,https://www.xiaohongshu.com/user/profile/54e5ab0eb4c4d621ca94185b?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABzL2z9TVyD65zZmNiyGOTq7qA8sgN6KtR8rl1ABBbCv4=&xsec_source=pc_comment,请问现在也需要Stausehat 健康码吗？在哪去弄？,2025-02-26,0,1,2025-04-24 14:31:07
comment-67e39139000000001f00a010,67bee420000000002903a614,611344b10000000001009478,跑政通,https://www.xiaohongshu.com/user/profile/611344b10000000001009478?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB7399MyMvSo7btepxk5rnvv_P2-nw7feiHPGPKhN2vs8=&xsec_source=pc_comment,谢谢分享,2025-03-26,0,2,2025-04-24 14:31:07
comment-67c7d8f100000000180115b9,67bee420000000002903a614,67a8fa4d000000000601fec0,我是一个垃圾桶,https://www.xiaohongshu.com/user/profile/67a8fa4d000000000601fec0?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPdcGyWVGe6LYmgGa7UHIX6UMAaPqe1Joyv2X3LY8kxs=&xsec_source=pc_comment,落地签和电子签哪个方便呀？🤔,2025-03-05,0,1,2025-04-24 14:31:07
comment-67c073980000000019007acd,67bee420000000002903a614,61037f37000000000100250d,momo,https://www.xiaohongshu.com/user/profile/61037f37000000000100250d?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABFSZL0EZjRUd-sdAZqU9bSbwkndn7ubvt-oDxTSy74mM=&xsec_source=pc_comment,健康证必须要吗,2025-02-27,0,1,2025-04-24 14:31:07
comment-67f27149000000001e032c4e,67bee420000000002903a614,623840d7000000001000bfdc,跨洋捷运（印尼空运2天达）,https://www.xiaohongshu.com/user/profile/623840d7000000001000bfdc?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB2dzyyQeGzPqsPE-FhWR1WYGpKxNL0Q2PIfeGAn2nhMY=&xsec_source=pc_comment,空派接服装，布匹.，及各类特货,2025-04-06,0,0,2025-04-24 14:31:07
